Text,Start Time,Duration
indentation indentation is very,4683.36,3.299
important to understand the structure of,4685.219,3.621
the code and now let's come back to home,4686.659,5.941
and now inside the for instead of having,4688.84,6.58
all that HTML I can just use,4692.6,4.619
include,4695.42,5.96
job item dot HTML,4697.219,4.161
so this is a nice way to organize the,4702.5,3.96
information so you can see here that,4705.02,3.36
inside home.html if I don't have this,4706.46,3.0
include,4708.38,3.839
the jobs will not be rendered,4709.46,5.34
no open positions but once I include,4712.219,5.221
what we are telling flask is,4714.8,5.52
inside the for Loop each time with the,4717.44,5.1
different value of job include the,4720.32,4.56
template job item.html and pass the,4722.54,4.199
variables that are available in this,4724.88,4.02
template to that template,4726.739,4.5
now you can structure your templates you,4728.9,4.799
can extract reusable components out of,4731.239,6.0
your templates and render,4733.699,6.901
a nice layout one other thing we want to,4737.239,5.101
see here is,4740.6,4.26
this apply button and then this bottom,4742.34,4.92
border so let's add those as well adding,4744.86,3.839
the bottom border is going to be easy,4747.26,3.24
I'm just going to try looking at,4748.699,4.02
bootstrap here borders,4750.5,4.02
so let's see if you want to add a border,4752.719,3.541
at the bottom we just say class border,4754.52,2.94
bottom,4756.26,5.22
so if I go here and inside job item.html,4757.46,7.86
I can now pass in,4761.48,6.36
class,4765.32,4.8
border bottom and let's see what that,4767.84,4.14
does,4770.12,3.84
okay so now you can see that under the,4771.98,4.56
job there is a border I may want some,4773.96,6.18
spacing so remember the Box model if you,4776.54,5.88
want some spacing outside the Border you,4780.14,4.14
use something called margin and if you,4782.42,3.6
want some spacing inside the Border you,4784.28,3.959
use something called padding it's just,4786.02,4.62
different terms don't get too confused,4788.239,3.841
about it something that you can look up,4790.64,3.72
but I'm going to just put a padding,4792.08,4.139
bottom because I want some space inside,4794.36,3.72
the border and I'm going to set the,4796.219,4.081
padding bottom to 4px,4798.08,4.56
and let's see what that does,4800.3,5.1
oh sorry not here I should have it in,4802.64,5.42
the div,4805.4,2.66
all right so you can see that some space,4809.96,3.36
has come up here let me change that to,4811.64,4.92
8px and see maybe that looks nicer 8px,4813.32,5.04
that looks nicer so let's reload the,4816.56,4.619
page and let's see what we have here so,4818.36,5.1
now we have data analyst and now we have,4821.179,3.901
data scientist now we have front-end,4823.46,3.36
engineer and back-end engineer and we,4825.08,3.659
have a separation as well,4826.82,4.14
one last thing we just need that apply,4828.739,4.321
button over here let's try to add a,4830.96,4.38
button first let me go into command K,4833.06,3.78
button,4835.34,4.92
and let's see this is too bright so I,4836.84,5.339
want to use maybe something like this,4840.26,4.02
and this looks like just,4842.179,5.341
this so I can just copy this over come,4844.28,6.24
in here and let me add that button here,4847.52,7.08
let me call it apply,4850.52,7.62
Now by default HTML renders information,4854.6,5.7
top to bottom so you can see that the,4858.14,4.68
button came up at the bottom here,4860.3,4.439
but what we want to do ideally is we,4862.82,3.96
want to create two columns inside each,4864.739,4.44
job listing so one column is going to be,4866.78,4.8
the information about the job and one,4869.179,4.381
column is going to be the apply button,4871.58,4.68
and that's where you can create columns,4873.56,5.04
in bootstrap so let's see,4876.26,4.74
how to create columns so we want to,4878.6,3.66
create something like this we want to,4881.0,3.659
create two columns and maybe we want to,4882.26,4.8
create like one big column and one small,4884.659,5.341
column and the way you create columns is,4887.06,6.42
using the call class so looks like I can,4890.0,5.46
use call 9 to create a very wide column,4893.48,4.14
and then maybe I can use like call 3 or,4895.46,4.44
something to create a small column let,4897.62,5.039
me just try that so let me just put,4899.9,4.68
all of this,4902.659,4.981
inside a div everything except the,4904.58,6.84
button I'm going to put inside a div,4907.64,6.18
so the H4,4911.42,5.16
then the div location and then the,4913.82,4.98
salary all of this is inside a div and,4916.58,6.96
I'm going to say class equals call,4918.8,7.379
9 so this is going to take up nine,4923.54,4.74
spaces out of 12. so bootstrap has,4926.179,3.661
something called a 12 column layout so,4928.28,3.72
the entire space left to right is,4929.84,4.68
divided into 12 columns and you can,4932.0,4.98
specify for each div how many columns,4934.52,4.08
you wanted to take,4936.98,5.94
and here let me call this,4938.6,6.42
class,4942.92,4.92
call three,4945.02,5.58
nine columns I'm assigning to the,4947.84,4.14
information and then three columns I'm,4950.6,2.7
assigning to the button and we'll play,4951.98,5.1
with that let's see what that does,4953.3,5.52
okay it still doesn't do anything I,4957.08,3.48
think the columns have to be inside a,4958.82,4.919
row so we need a div with the class row,4960.56,5.88
so let me just give this the class Row,4963.739,5.361
the outer div,4966.44,2.66
and suddenly now it's looking much nicer,4969.44,4.259
so now we have data analyst location,4972.26,2.82
Bengaluru,4973.699,3.121
I've just copied over some information,4975.08,4.139
from here how to create columns so first,4976.82,4.5
we create a row and then we create two,4979.219,4.321
columns within that row so if we first,4981.32,3.72
we create a row and then we create two,4983.54,3.48
columns within that Row one column has,4985.04,3.78
the width nine and one column has a,4987.02,3.96
width three and you can also play with,4988.82,4.379
this you can maybe make this width 2 and,4990.98,4.56
you can make this width 10 but if you go,4993.199,3.96
beyond 12 it is just going to again,4995.54,3.42
break into the next line,4997.159,5.821
but this looks nice so now we have,4998.96,6.18
this nice data analyst and then we have,5002.98,3.719
apply and everything,5005.14,3.599
and I think it'll be nice to get the,5006.699,4.921
apply maybe on the right instead of on,5008.739,5.401
the left and also maybe vertically,5011.62,5.82
centered but as of now it looks fine it,5014.14,5.519
doesn't look bad so now we have some,5017.44,4.44
Dynamic data that we have rendered so we,5019.659,4.921
have taken information that was stored,5021.88,5.64
inside this list,5024.58,4.5
we have passed it into the render,5027.52,4.02
template as a variable and of course,5029.08,4.98
we've also passed this other,5031.54,4.86
variable company name,5034.06,5.46
and then inside the home template we are,5036.4,5.16
using a for Loop where we are getting,5039.52,4.38
values out of the jobs variable into job,5041.56,4.5
and then we are passing it into this,5043.9,4.5
other template called job item.html,5046.06,4.74
where we are actually using information,5048.4,4.86
from inside the job item and here we are,5050.8,5.22
also using an if it's a lot going on,5053.26,5.28
here but it's all just things that you,5056.02,5.04
can do step by step and then just look,5058.54,4.56
at the appropriate documentation or just,5061.06,4.08
search online to figure out how 90,5063.1,3.48
percent of web development is probably,5065.14,3.78
just looking things up online nobody,5066.58,5.4
remembers all this from scratch,5068.92,5.04
so that's done,5071.98,4.739
so that's one way to return Dynamic data,5073.96,5.52
one other way that some websites allow,5076.719,5.101
you to access some Dynamic data is using,5079.48,5.52
an API instead of returning HTML we can,5081.82,5.839
also return some Json Json is simply,5085.0,5.88
JavaScript objects so let me create,5087.659,5.5
another function called list Jobs first,5090.88,5.52
I'm going to register this at the route,5093.159,5.881
slash jobs and I'm going to take the,5096.4,5.04
jobs information I'm going to convert it,5099.04,5.34
into a Json string so for that there is,5101.44,6.299
this helper function called jsonify all,5104.38,4.92
it does is it takes any object and,5107.739,4.201
converts it into a Json object so,5109.3,5.7
jsonify and give it jobs,5111.94,5.58
and now we have a second route so now we,5115.0,4.679
have a second URL that we have added in,5117.52,5.159
our server so now if I go back here and,5119.679,5.52
I open this in a new tab and then open,5122.679,4.921
slash jobs if you see I've added slash,5125.199,4.441
jobs at the end you can see that now,5127.6,5.639
I've sent this information as Json,5129.64,6.78
when people say rest API or Json API or,5133.239,5.821
API endpoint this is what they mean that,5136.42,4.68
your web server is returning some,5139.06,5.22
information not just as HTML this is the,5141.1,5.76
HTML version of that information but the,5144.28,4.74
same information is also accessible in,5146.86,4.319
the form of Json in the form where it's,5149.02,3.42
just the data and then you can do,5151.179,4.321
whatever you want with the data so I'll,5152.44,4.68
tell you quick secret now you can go to,5155.5,4.26
job AI slash akashians for example and,5157.12,4.5
you can get this page containing all of,5159.76,4.919
my information or you can go to jobin.ai,5161.62,4.619
API,5164.679,4.861
slash user slash Akash NS,5166.239,5.581
and you can get the same information in,5169.54,4.86
Json format so if you want to view,5171.82,6.12
information about me you can look at the,5174.4,5.779
Jovian page or if you want to just,5177.94,4.02
